Year,zipcode,PrimaryType,Count,SurpriseRatio
2004,60624,ROBBERY,737,7.258898442
2016,60622,STALKING,11,7.25601223
2012,60624,WEAPONS VIOLATION,180,7.255850825
2015,60644,CONCEALED CARRY LICENSE VIOLATION,2,7.250929849
2010,60626,OBSCENITY,2,7.248497661
2014,60608,NON - CRIMINAL,1,7.247652256
2003,60633,KIDNAPPING,11,7.237914267
2003,60649,HOMICIDE,34,7.235989793
2001,60618,PUBLIC INDECENCY,1,7.235706287
2012,60654,THEFT,1354,7.233854522
2004,60621,INTERFERENCE WITH PUBLIC OFFICER,23,7.232714757
2005,60647,OBSCENITY,2,7.231269396
2008,60619,OBSCENITY,1,7.227256019
2007,60649,OFFENSE INVOLVING CHILDREN,161,7.226180901
2016,60661,DECEPTIVE PRACTICE,169,7.225181214
2004,60653,NARCOTICS,2056,7.224563061
2005,60636,NARCOTICS,2771,7.221908713
2014,60604,BURGLARY,10,7.221094297
2005,60654,LIQUOR LAW VIOLATION,18,7.220330616
2002,60621,WEAPONS VIOLATION,185,7.215966751
2007,60636,ASSAULT,1295,7.212691273
2002,60636,CRIM SEXUAL ASSAULT,90,7.211792943
2015,60636,PROSTITUTION,65,7.206034662
2006,60604,CRIM SEXUAL ASSAULT,1,7.205761836
2004,60636,NARCOTICS,2805,7.204694058
2015,60621,BATTERY,2110,7.203948088
2004,60636,CRIM SEXUAL ASSAULT,77,7.201719035
2011,60636,PUBLIC PEACE VIOLATION,152,7.197760304
2012,60628,PROSTITUTION,191,7.197474992
2014,60621,INTIMIDATION,5,7.197472894
2002,60606,INTERFERENCE WITH PUBLIC OFFICER,1,7.197217195
2007,60624,BATTERY,3631,7.179396465
2009,60649,INTERFERENCE WITH PUBLIC OFFICER,32,7.178791229
2004,60611,DECEPTIVE PRACTICE,455,7.178618521
2009,60637,CRIMINAL TRESPASS,643,7.178228943
2001,60653,WEAPONS VIOLATION,153,7.177565365
2004,60651,OBSCENITY,1,7.177550148
2014,60628,WEAPONS VIOLATION,269,7.174506928
2015,60649,INTERFERENCE WITH PUBLIC OFFICER,73,7.174160414
2002,60654,PROSTITUTION,114,7.171879583
2016,60624,MOTOR VEHICLE THEFT,515,7.166525891
2010,60649,BURGLARY,1473,7.166267672
2014,60621,STALKING,6,7.156344477
2006,60624,ROBBERY,726,7.155034728
2010,60654,THEFT,1362,7.154100271
2002,60607,PUBLIC PEACE VIOLATION,70,7.149194543
2010,60636,BATTERY,3190,7.148595765
2002,60624,PROSTITUTION,291,7.146545041
2016,60654,DECEPTIVE PRACTICE,319,7.144053398
2006,60649,GAMBLING,76,7.141401691
2004,60636,INTIMIDATION,17,7.139009169
2016,60644,ARSON,30,7.138946376
2003,60606,INTIMIDATION,1,7.137899471
2004,60636,ASSAULT,1405,7.137480784
2011,60636,BURGLARY,1296,7.135554221
2008,60651,PROSTITUTION,393,7.132873703
2009,60624,DECEPTIVE PRACTICE,624,7.132460606
2003,60622,OBSCENITY,1,7.132330203
2002,60624,WEAPONS VIOLATION,194,7.13152077
2014,60654,DECEPTIVE PRACTICE,272,7.128177487
2006,60637,OBSCENITY,1,7.125694105
2015,60621,ASSAULT,727,7.123728467
2011,60636,ASSAULT,992,7.122981801
2002,60624,ROBBERY,838,7.120029418
2002,60644,GAMBLING,56,7.109047597
2006,60654,DECEPTIVE PRACTICE,239,7.105929281
2015,60636,OTHER OFFENSE,850,7.103592974
2012,60605,DECEPTIVE PRACTICE,394,7.10157274
2011,60624,KIDNAPPING,12,7.099459053
2013,60654,THEFT,1259,7.09637767
2012,60644,ARSON,27,7.096325801
2005,60649,HOMICIDE,25,7.09410764
2016,60624,CRIMINAL TRESPASS,284,7.086326498
2003,60636,ASSAULT,1425,7.085100716
2011,60636,BATTERY,2920,7.078537228
2012,60602,CRIM SEXUAL ASSAULT,2,7.074707179
2007,60624,ARSON,32,7.072869319
2012,60612,PROSTITUTION,87,7.071859355
2001,60621,CRIM SEXUAL ASSAULT,76,7.069963346
2010,60636,BURGLARY,1274,7.066724901
2003,60649,INTIMIDATION,20,7.062924749
2008,60624,WEAPONS VIOLATION,174,7.062835586
2012,60626,SEX OFFENSE,62,7.062107721
2006,60643,OBSCENITY,1,7.061643884
2014,60649,WEAPONS VIOLATION,171,7.058842134
2007,60624,ROBBERY,693,7.058792249
2009,60636,ROBBERY,769,7.053281033
2009,60611,DECEPTIVE PRACTICE,465,7.052376988
2009,60606,MOTOR VEHICLE THEFT,42,7.048456731
2013,60624,INTIMIDATION,6,7.046478015
2011,60621,ASSAULT,861,7.043797979
2012,60636,BATTERY,2841,7.041347313
2013,60621,CRIMINAL TRESPASS,343,7.040517553
2010,60624,KIDNAPPING,14,7.038973779
2006,60636,ASSAULT,1246,7.038478893
2010,60624,ASSAULT,963,7.037316122
2004,60621,ROBBERY,673,7.033324745
2012,60626,DECEPTIVE PRACTICE,793,7.032176737
2010,60603,MOTOR VEHICLE THEFT,11,7.031698456
2016,60606,CRIM SEXUAL ASSAULT,4,7.031651982
2013,60605,DECEPTIVE PRACTICE,391,7.024582846
2003,60621,ROBBERY,729,7.023391389
2008,60654,THEFT,1539,7.016000893
2009,60624,ROBBERY,712,7.012228284
2002,60636,ASSAULT,1508,7.011578487
2013,60644,HOMICIDE,24,7.010377674
2001,60621,ASSAULT,1317,7.007215963
2008,60606,SEX OFFENSE,4,7.003222122
2016,60624,ASSAULT,833,6.999697147
2004,60619,INTIMIDATION,26,6.999462849
2009,60621,STALKING,7,6.999219149
2007,60636,ARSON,34,6.998635393
2014,60649,BURGLARY,793,6.996799213
2009,60636,NARCOTICS,2078,6.994257883
2013,60636,BATTERY,2577,6.993764064
2001,60602,NARCOTICS,71,6.993141053
2004,60619,STALKING,16,6.991950009
2001,60602,WEAPONS VIOLATION,6,6.991942705
2004,60657,OBSCENITY,1,6.989508688
2011,60657,PUBLIC INDECENCY,1,6.989508688
2012,60657,OBSCENITY,2,6.989508688
2015,60657,HUMAN TRAFFICKING,1,6.989508688
2015,60605,CRIMINAL TRESPASS,184,6.987851567
2013,60636,ROBBERY,563,6.9808027
2009,60636,OBSCENITY,1,6.979031372
2008,60641,OTHER NARCOTIC VIOLATION,1,6.973188163
2016,60607,CONCEALED CARRY LICENSE VIOLATION,1,6.970464679
2015,60654,DECEPTIVE PRACTICE,269,6.969814828
2009,60636,CRIM SEXUAL ASSAULT,67,6.969125011
2009,60644,HOMICIDE,26,6.967197811
2015,60621,PUBLIC PEACE VIOLATION,101,6.966178639
2014,60624,ASSAULT,748,6.966135878
2007,60628,WEAPONS VIOLATION,298,6.963975397
2014,60644,PUBLIC PEACE VIOLATION,164,6.96369012
2005,60624,ROBBERY,710,6.962899798
2010,60654,DECEPTIVE PRACTICE,215,6.96288979
2016,60626,BURGLARY,831,6.958466406
2013,60621,OBSCENITY,1,6.95755713
2011,60636,PROSTITUTION,115,6.953119127
2004,60624,BATTERY,3849,6.951618159
2002,60653,BATTERY,3264,6.950896847
2003,60624,INTERFERENCE WITH PUBLIC OFFICER,18,6.942853339
2003,60604,OFFENSE INVOLVING CHILDREN,2,6.941875474
2008,60636,KIDNAPPING,17,6.940150974
2014,60621,ASSAULT,702,6.936970206
2003,60630,OBSCENITY,1,6.92861715
2007,60636,INTERFERENCE WITH PUBLIC OFFICER,32,6.927487566
2011,60614,PUBLIC INDECENCY,1,6.924352874
2001,60624,WEAPONS VIOLATION,188,6.922277108
2007,60619,HOMICIDE,33,6.920742928
2012,60601,INTIMIDATION,2,6.919886219
2013,60624,ARSON,16,6.917421641
2003,60649,OFFENSE INVOLVING CHILDREN,163,6.912857988
2003,60633,HOMICIDE,9,6.912186337
2006,60649,STALKING,10,6.911033895
2002,60604,NARCOTICS,34,6.9067566
2010,60643,KIDNAPPING,18,6.903715746
2008,60644,CRIM SEXUAL ASSAULT,85,6.902235594
2016,60605,CRIMINAL TRESPASS,179,6.899281665
2009,60624,ARSON,27,6.897769875
2001,60653,ASSAULT,1079,6.893398619
2012,60628,WEAPONS VIOLATION,324,6.892766852
2013,60624,ASSAULT,787,6.891728141
2010,60611,PROSTITUTION,82,6.890343664
2001,60636,BATTERY,4391,6.886721477
2008,60611,DECEPTIVE PRACTICE,490,6.885887474
2016,60623,LIQUOR LAW VIOLATION,24,6.883283347
2010,60621,BURGLARY,1089,6.882246354
2003,60624,BATTERY,3863,6.878852805
2001,60651,NARCOTICS,3725,6.873511696
2013,60621,KIDNAPPING,10,6.871661363
2009,60647,PUBLIC INDECENCY,1,6.869705926
2007,60604,CRIM SEXUAL ASSAULT,1,6.867109844
2003,60654,DECEPTIVE PRACTICE,229,6.866850927
2002,60649,INTIMIDATION,18,6.865917353
2008,60636,ASSAULT,1192,6.865214497
2006,60654,CRIMINAL TRESPASS,247,6.864831171
2015,60612,NARCOTICS,913,6.86191183
2008,60653,GAMBLING,41,6.856222719
2001,60621,ROBBERY,757,6.854557667
2003,60651,NARCOTICS,3988,6.854422891
2003,60606,MOTOR VEHICLE THEFT,60,6.852985952
2013,60649,WEAPONS VIOLATION,173,6.850993489
2005,60636,ASSAULT,1265,6.849847351
2013,60621,ASSAULT,737,6.84799235
2003,60619,STALKING,18,6.846874123
2010,60621,GAMBLING,38,6.8449753
2015,60611,DECEPTIVE PRACTICE,510,6.844503019
2010,60624,DECEPTIVE PRACTICE,541,6.83948395
2015,60649,OTHER OFFENSE,933,6.838837886
2009,60621,BURGLARY,1096,6.837464797
2015,60624,CRIMINAL TRESPASS,278,6.834749753
2016,60661,CRIMINAL TRESPASS,56,6.833195833
2003,60628,KIDNAPPING,58,6.832777269
2014,60621,KIDNAPPING,9,6.831056092
2003,60624,ROBBERY,752,6.828020392
2012,60649,ROBBERY,716,6.82524175
2008,60636,BURGLARY,1220,6.819848339
2013,60621,PUBLIC PEACE VIOLATION,128,6.817740193
2011,60612,GAMBLING,28,6.815632566
2014,60606,MOTOR VEHICLE THEFT,26,6.814595036
2016,60621,ASSAULT,764,6.81192693
2008,60649,ROBBERY,885,6.810903966
2014,60649,OTHER OFFENSE,899,6.810192832
2004,60637,CRIMINAL TRESPASS,894,6.805523724
2009,60621,ASSAULT,931,6.800212437
2001,60644,CRIM SEXUAL ASSAULT,99,6.798504143
2014,60621,GAMBLING,16,6.798223761
2003,60619,KIDNAPPING,51,6.796696086
2004,60649,HOMICIDE,24,6.795342578
2003,60636,ROBBERY,803,6.790180362
2007,60611,DECEPTIVE PRACTICE,459,6.787837126
2014,60624,INTIMIDATION,5,6.783247515
2005,60644,ARSON,38,6.778727471
2008,60636,ROBBERY,772,6.773876346
2005,60649,OBSCENITY,1,6.765538444
2015,60649,KIDNAPPING,10,6.765538444
2009,60637,INTERFERENCE WITH PUBLIC OFFICER,32,6.765056882
2007,60636,ROBBERY,713,6.763562248
2014,60636,NARCOTICS,1337,6.762969001
2004,60649,GAMBLING,59,6.759508553
2014,60604,WEAPONS VIOLATION,2,6.756847964
2016,60621,STALKING,7,6.756471664
2011,60661,CRIMINAL TRESPASS,76,6.754676029
2009,60636,BATTERY,3153,6.749767816
2010,60621,CRIMINAL TRESPASS,380,6.749592706
2015,60602,OFFENSE INVOLVING CHILDREN,3,6.74572531
2006,60621,ROBBERY,645,6.744926376
2014,60624,STALKING,6,6.7444861
2004,60636,PROSTITUTION,344,6.743783124
2016,60624,OTHER OFFENSE,736,6.743438983
2010,60611,DECEPTIVE PRACTICE,402,6.743415153
2001,60624,GAMBLING,40,6.739672049
2008,60621,BURGLARY,1058,6.738358786
2008,60644,HOMICIDE,28,6.7279583
2015,60644,ROBBERY,526,6.72661217
2013,60624,PUBLIC PEACE VIOLATION,134,6.726558174
2002,60633,KIDNAPPING,12,6.714854118
2005,60621,CRIM SEXUAL ASSAULT,62,6.71390727
2004,60604,CRIM SEXUAL ASSAULT,1,6.713728322
2016,60621,BATTERY,2021,6.713136086
2009,60601,PROSTITUTION,49,6.712640896
2011,60644,PROSTITUTION,132,6.712494464
2015,60624,OTHER OFFENSE,748,6.712309065
2005,60653,PROSTITUTION,205,6.711798694
2016,60606,CRIMINAL DAMAGE,80,6.704587852
2001,60653,CRIM SEXUAL ASSAULT,60,6.702040389
2011,60628,WEAPONS VIOLATION,313,6.699941327
2007,60651,PROSTITUTION,437,6.698810973
2016,60611,DECEPTIVE PRACTICE,577,6.693181551
2002,60621,ROBBERY,742,6.68935198
2008,60621,GAMBLING,48,6.684825533
2015,60644,HOMICIDE,27,6.683085945
2011,60602,MOTOR VEHICLE THEFT,26,6.679498643
2002,60636,NARCOTICS,2360,6.678653668
2008,60621,MOTOR VEHICLE THEFT,755,6.677132313
2009,60653,GAMBLING,33,6.676679489
2010,60644,ROBBERY,773,6.675854351
2014,60621,PUBLIC PEACE VIOLATION,116,6.672352412
2010,60624,CRIM SEXUAL ASSAULT,57,6.669268783
2012,60621,CRIMINAL TRESPASS,328,6.667059006
2015,60651,STALKING,11,6.664867995
2015,60621,ARSON,18,6.664444967
2015,60654,INTIMIDATION,2,6.663390513
2008,60636,CRIM SEXUAL ASSAULT,69,6.661802673
2008,60649,BURGLARY,1358,6.658189905
2006,60621,INTIMIDATION,11,6.655054646
2013,60653,CRIMINAL TRESPASS,270,6.654668868
2001,60644,HOMICIDE,36,6.653027088
2001,60636,WEAPONS VIOLATION,194,6.652450587
2015,60624,CRIM SEXUAL ASSAULT,57,6.649493338
2014,60651,GAMBLING,28,6.647909043
2010,60636,CRIM SEXUAL ASSAULT,61,6.646943634
2010,60621,ASSAULT,857,6.645137453
2010,60636,ASSAULT,976,6.642313768
2001,60621,WEAPONS VIOLATION,170,6.641748501
2006,60621,BURGLARY,967,6.638340153
2014,60654,THEFT,1013,6.636050028
2003,60621,HOMICIDE,24,6.635021369
2014,60661,INTIMIDATION,1,6.634385178
2014,60639,OTHER NARCOTIC VIOLATION,1,6.632932184
2014,60639,PUBLIC INDECENCY,1,6.632932184
2001,60606,DECEPTIVE PRACTICE,38,6.629384642
2007,60628,STALKING,17,6.628689944
2011,60621,ARSON,20,6.626244886
2002,60626,INTERFERENCE WITH PUBLIC OFFICER,20,6.626050494
2003,60604,CRIM SEXUAL ASSAULT,1,6.624944761
2009,60621,MOTOR VEHICLE THEFT,614,6.622307316
2007,60649,KIDNAPPING,17,6.622027023
2013,60661,LIQUOR LAW VIOLATION,4,6.620117683
2003,60611,DECEPTIVE PRACTICE,426,6.616594497
2007,60619,STALKING,15,6.616501989
2015,60661,CRIMINAL TRESPASS,55,6.612619503
2013,60636,CRIMINAL TRESPASS,367,6.61184939
2009,60636,BURGLARY,1207,6.609037891
2010,60638,OBSCENITY,2,6.604740018
2002,60610,INTERFERENCE WITH PUBLIC OFFICER,15,6.604666789
2009,60654,THEFT,1326,6.60175341
2016,60624,CRIM SEXUAL ASSAULT,62,6.601504212
2008,60612,STALKING,7,6.600402064
2008,60621,CRIM SEXUAL ASSAULT,60,6.600054195
2015,60644,WEAPONS VIOLATION,180,6.599597067
2015,60609,PUBLIC INDECENCY,1,6.599252325
2008,60624,ARSON,27,6.597866837
2012,60621,NARCOTICS,1402,6.597004039
2013,60612,NARCOTICS,1256,6.593135911
2010,60636,ROBBERY,641,6.581989862
2012,60636,INTIMIDATION,7,6.576394947
2014,60624,OTHER OFFENSE,709,6.575300944
2005,60636,ARSON,31,6.575035345
2016,60628,ARSON,41,6.573739414
2006,60636,BURGLARY,1091,6.573614034
2010,60637,CRIMINAL TRESPASS,510,6.571616625
2014,60632,NON - CRIMINAL,1,6.566185971
2014,60632,PUBLIC INDECENCY,1,6.566185971
2015,60651,PROSTITUTION,93,6.564037919
2003,60649,KIDNAPPING,36,6.564011767
2015,60636,BATTERY,2190,6.562641138
2011,60621,CRIMINAL TRESPASS,340,6.556607713
2007,60649,INTIMIDATION,13,6.553286258
2013,60621,STALKING,6,6.548289064
2009,60649,OFFENSE INVOLVING CHILDREN,130,6.548150453
2001,60615,STALKING,9,6.547808414
2007,60654,THEFT,1383,6.547229547
2016,60612,NARCOTICS,482,6.544801978
2014,60636,BATTERY,2206,6.538660505
2007,60654,DECEPTIVE PRACTICE,229,6.538098007
2012,60621,DECEPTIVE PRACTICE,528,6.537121966
2005,60613,OBSCENITY,1,6.536989052
2004,60653,STALKING,7,6.527995154
2006,60621,SEX OFFENSE,61,6.525216937
2014,60630,NON-CRIMINAL,1,6.521051435
2009,60611,PROSTITUTION,123,6.518719799
2001,60633,LIQUOR LAW VIOLATION,23,6.517619806
2016,60619,STALKING,12,6.517063231
2006,60606,DECEPTIVE PRACTICE,34,6.515129718
2004,60607,CRIMINAL TRESPASS,413,6.512717203
2006,60626,SEX OFFENSE,85,6.512503504
2008,60649,OFFENSE INVOLVING CHILDREN,132,6.511116814
2014,60623,NON - CRIMINAL,1,6.510438833
2004,60603,PROSTITUTION,4,6.508057698
2003,60653,BATTERY,2868,6.506763911
2007,60602,CRIM SEXUAL ASSAULT,2,6.502080749
2002,60649,OFFENSE INVOLVING CHILDREN,130,6.499758832
2015,60636,ARSON,20,6.499319681
2006,60624,KIDNAPPING,14,6.499111483
2015,60628,WEAPONS VIOLATION,263,6.497053259
2005,60649,BURGLARY,1288,6.491776067
2005,60651,PROSTITUTION,426,6.490736891
2014,60643,OBSCENITY,2,6.489078164
2011,60644,ROBBERY,736,6.488602079
2008,60612,INTERFERENCE WITH PUBLIC OFFICER,21,6.486602029
2005,60654,DECEPTIVE PRACTICE,218,6.484428354
2008,60654,DECEPTIVE PRACTICE,239,6.484238181
2008,60621,ARSON,25,6.482196084
2013,60604,WEAPONS VIOLATION,2,6.482077807
2005,60649,OFFENSE INVOLVING CHILDREN,145,6.47864387
2004,60606,DECEPTIVE PRACTICE,33,6.478311178
2014,60621,CRIM SEXUAL ASSAULT,51,6.476083595
2013,60636,ASSAULT,794,6.47534189
2016,60606,PUBLIC PEACE VIOLATION,4,6.475253351
2011,60644,CRIM SEXUAL ASSAULT,77,6.474397798
2009,60644,CRIM SEXUAL ASSAULT,74,6.473860717
2002,60654,THEFT,1579,6.47381049
2011,60649,ROBBERY,704,6.472310272
2011,60649,BATTERY,3042,6.467871762
2015,60644,PUBLIC PEACE VIOLATION,127,6.466236078
2015,60623,LIQUOR LAW VIOLATION,29,6.465846786
2002,60624,BATTERY,3867,6.46353748
2014,60611,DECEPTIVE PRACTICE,476,6.461291532
2006,60644,HOMICIDE,25,6.460472088
2006,60636,ARSON,32,6.459929865
2005,60602,CRIM SEXUAL ASSAULT,2,6.459914207
2012,60624,ASSAULT,816,6.453664456
2006,60621,MOTOR VEHICLE THEFT,843,6.451796492
2001,60604,NARCOTICS,31,6.449518079
2012,60604,BURGLARY,14,6.447459811
2003,60644,PROSTITUTION,325,6.446956456
2012,60621,ASSAULT,768,6.444953916
2012,60651,GAMBLING,50,6.443933144
2008,60626,DECEPTIVE PRACTICE,800,6.439206483
2005,60621,KIDNAPPING,15,6.438870352
2001,60626,SEX OFFENSE,120,6.438773158
2014,60661,CRIM SEXUAL ASSAULT,11,6.437623945
2009,60649,BURGLARY,1340,6.435425868
2015,60649,BATTERY,2448,6.43409512
2012,60612,GAMBLING,26,6.433698934
2007,60636,NARCOTICS,2390,6.432540944
2015,60621,NARCOTICS,918,6.430712703
2002,60621,OFFENSE INVOLVING CHILDREN,99,6.429854431
2015,60614,PUBLIC INDECENCY,1,6.42975624
2008,60619,STALKING,13,6.428454038
2002,60626,NARCOTICS,2783,6.426990063
2001,60604,LIQUOR LAW VIOLATION,1,6.426641589
2001,60653,INTERFERENCE WITH PUBLIC OFFICER,13,6.420037458
2004,60661,MOTOR VEHICLE THEFT,190,6.411832902
2005,60611,PROSTITUTION,188,6.41026659
2004,60621,NARCOTICS,2189,6.405927469
2012,60612,NARCOTICS,1268,6.40141406
2004,60651,NARCOTICS,3914,6.400422479
2011,60637,WEAPONS VIOLATION,205,6.400269061
2013,60628,WEAPONS VIOLATION,250,6.396610118
2015,60644,CRIM SEXUAL ASSAULT,70,6.396298384
2008,60619,ROBBERY,1137,6.395621817
2001,60644,OFFENSE INVOLVING CHILDREN,116,6.391968557
2006,60612,NARCOTICS,1991,6.390897402
2007,60626,OFFENSE INVOLVING CHILDREN,153,6.389257104
2005,60621,ROBBERY,614,6.389142012
2004,60628,OBSCENITY,1,6.388737367
2002,60620,OBSCENITY,2,6.387498828
2011,60654,THEFT,1190,6.384068135
2003,60636,NARCOTICS,2364,6.382018741
2013,60622,LIQUOR LAW VIOLATION,26,6.380751321
2013,60644,BATTERY,2795,6.379792452
2016,60604,NARCOTICS,8,6.378906946
2010,60649,OTHER OFFENSE,1092,6.377039417
2013,60633,ARSON,5,6.372039908
2003,60624,STALKING,10,6.371309407
2011,60633,HOMICIDE,6,6.369123643
2013,60604,PROSTITUTION,1,6.368288306
2002,60651,NARCOTICS,3534,6.367201701
2001,60636,ASSAULT,1363,6.365052733
2001,60654,CRIMINAL TRESPASS,209,6.363688923
2003,60626,SEX OFFENSE,110,6.361713373
2001,60624,BATTERY,3776,6.359050464
2002,60649,KIDNAPPING,41,6.357484256
2016,60601,DECEPTIVE PRACTICE,212,6.356715656
2011,60624,LIQUOR LAW VIOLATION,25,6.355870046
2013,60649,OTHER OFFENSE,889,6.353647829
2007,60625,OTHER NARCOTIC VIOLATION,1,6.353632927
2007,60653,NARCOTICS,1724,6.347865522
2006,60602,BURGLARY,31,6.347574801
2016,60611,THEFT,1869,6.347572576
2002,60602,NARCOTICS,66,6.347278271
2016,60621,PUBLIC PEACE VIOLATION,61,6.346332485
2008,60624,ASSAULT,1026,6.345070038
2010,60631,OBSCENITY,1,6.344618279
2012,60649,ASSAULT,982,6.343924831
2002,60626,LIQUOR LAW VIOLATION,75,6.343717013
2003,60605,CRIMINAL TRESPASS,386,6.337148786
2005,60644,WEAPONS VIOLATION,211,6.334409491
2012,60636,ASSAULT,860,6.334370619
2009,60633,KIDNAPPING,4,6.33289427
2008,60649,WEAPONS VIOLATION,191,6.332767349
2009,60619,ROBBERY,1077,6.332612273
2014,60644,ROBBERY,503,6.326806239
2010,60621,PUBLIC PEACE VIOLATION,134,6.324336838
2010,60628,INTIMIDATION,15,6.323877089
2010,60644,WEAPONS VIOLATION,190,6.323030079
2005,60624,PROSTITUTION,246,6.321579069
2011,60611,THEFT,2274,6.318933656
2005,60643,OBSCENITY,1,6.318312949
2012,60611,THEFT,2283,6.317711661
2009,60624,INTERFERENCE WITH PUBLIC OFFICER,23,6.31682526
2008,60621,NARCOTICS,1759,6.315613388
2015,60611,THEFT,1732,6.310603635
2016,60644,BATTERY,2573,6.309188831
2009,60645,OBSCENITY,1,6.307241411
2001,60661,DECEPTIVE PRACTICE,122,6.304291885
2001,60636,INTIMIDATION,12,6.303641239
2006,60636,STALKING,8,6.303641239
2007,60628,HOMICIDE,34,6.30317392
2001,60649,CRIM SEXUAL ASSAULT,88,6.301938874
2016,60636,PUBLIC PEACE VIOLATION,69,6.300695613
2013,60623,LIQUOR LAW VIOLATION,45,6.300424677
2016,60609,INTIMIDATION,9,6.299286311
2007,60606,MOTOR VEHICLE THEFT,45,6.295094671
2007,60621,NARCOTICS,2052,6.292389421
2007,60653,INTIMIDATION,8,6.290281045
2004,60649,BURGLARY,1202,6.290154982
2013,60636,NARCOTICS,1464,6.286833499
2001,60654,THEFT,1547,6.282741377
2002,60624,CRIM SEXUAL ASSAULT,73,6.281086928
2014,60653,CRIMINAL TRESPASS,236,6.277346665
2011,60607,OBSCENITY,1,6.273418211
2009,60624,ASSAULT,911,6.271173303
2001,60619,DECEPTIVE PRACTICE,994,6.270771656
2011,60603,WEAPONS VIOLATION,2,6.269876205
2016,60636,BURGLARY,611,6.269547822
2016,60644,ROBBERY,608,6.2684519
2001,60610,INTERFERENCE WITH PUBLIC OFFICER,16,6.264130603
2012,60649,WEAPONS VIOLATION,190,6.25604349
2013,60626,STALKING,8,6.253605825
2003,60607,CRIMINAL TRESPASS,369,6.253505288
2005,60612,INTIMIDATION,9,6.249550127
2004,60606,PUBLIC PEACE VIOLATION,6,6.248165308
2007,60647,OBSCENITY,1,6.245187206
2014,60636,ASSAULT,720,6.244700813
2008,60636,OFFENSE INVOLVING CHILDREN,111,6.242564132
2004,60624,HOMICIDE,18,6.239392428
2012,60636,BURGLARY,972,6.236035211
2015,60601,THEFT,662,6.234780053
2009,60621,ARSON,23,6.234694052
2006,60622,LIQUOR LAW VIOLATION,62,6.233719437
2012,60603,WEAPONS VIOLATION,2,6.231331884
2002,60626,PUBLIC PEACE VIOLATION,128,6.230698844
2014,60644,BATTERY,2499,6.229851814
2005,60636,BURGLARY,1084,6.229245222
2006,60624,INTERFERENCE WITH PUBLIC OFFICER,30,6.228417243
2009,60653,CRIMINAL TRESPASS,337,6.227021721
2004,60621,BURGLARY,916,6.226792703
2013,60623,GAMBLING,57,6.2264264
2016,60602,PROSTITUTION,1,6.225742317
2012,60604,NARCOTICS,21,6.225622281
2013,60649,ASSAULT,870,6.223045489
2008,60653,INTERFERENCE WITH PUBLIC OFFICER,18,6.222497844
2014,60624,CRIMINAL TRESPASS,298,6.221366413
2014,60651,CONCEALED CARRY LICENSE VIOLATION,1,6.220543462
2004,60624,ASSAULT,1140,6.218486318
2005,60653,INTIMIDATION,8,6.217138242
2014,60644,WEAPONS VIOLATION,157,6.214750086
2015,60626,STALKING,8,6.212997995
2007,60633,HOMICIDE,6,6.21273891
2010,60649,CRIM SEXUAL ASSAULT,65,6.212223032
2012,60636,KIDNAPPING,10,6.210155034
2008,60634,OBSCENITY,1,6.208506493
2015,60626,CRIM SEXUAL ASSAULT,70,6.206089547
2009,60636,ASSAULT,968,6.20575433
2011,60649,OFFENSE INVOLVING CHILDREN,112,6.205631814
2009,60612,NARCOTICS,1508,6.204530823
2011,60636,CRIM SEXUAL ASSAULT,62,6.198293893
2004,60649,ROBBERY,770,6.194757006
2011,60606,CRIMINAL DAMAGE,89,6.194133485
2006,60644,WEAPONS VIOLATION,192,6.193937458
2009,60615,STALKING,7,6.190576019
2013,60649,CRIMINAL DAMAGE,1484,6.182903509
2014,60649,BATTERY,2378,6.182108927
2003,60622,LIQUOR LAW VIOLATION,71,6.180264768
2008,60636,CRIMINAL DAMAGE,2228,6.179574948
2011,60636,CRIMINAL DAMAGE,1574,6.17928059
2015,60604,NARCOTICS,14,6.178872003
2006,60649,BURGLARY,1169,6.177823318
2008,60612,INTIMIDATION,9,6.177716218
2015,60628,INTIMIDATION,9,6.177539438
2010,60636,ARSON,22,6.176843858
2003,60626,CRIM SEXUAL ASSAULT,82,6.175829557
2015,60636,PUBLIC PEACE VIOLATION,102,6.174756381
2008,60624,DECEPTIVE PRACTICE,583,6.174540183
2006,60624,MOTOR VEHICLE THEFT,856,6.174253783
2012,60636,ROBBERY,568,6.173221076
2013,60649,BATTERY,2593,6.172208628
2008,60636,STALKING,8,6.170933003
2001,60621,INTERFERENCE WITH PUBLIC OFFICER,15,6.16926248
2016,60620,KIDNAPPING,15,6.166149859
2016,60649,BURGLARY,685,6.164915133
2015,60644,NON - CRIMINAL,1,6.163290372
2011,60610,LIQUOR LAW VIOLATION,24,6.162933017
2012,60649,BATTERY,2834,6.16064098
2015,60609,NON-CRIMINAL,1,6.15930217
2016,60624,CRIMINAL DAMAGE,1213,6.15739108
2003,60661,MOTOR VEHICLE THEFT,182,6.157250742
2013,60624,DECEPTIVE PRACTICE,529,6.152497236
2015,60649,OFFENSE INVOLVING CHILDREN,106,6.151600193
2014,60654,CRIMINAL TRESPASS,115,6.15024403
2002,60626,DECEPTIVE PRACTICE,705,6.15012028
2007,60609,PROSTITUTION,405,6.147159633
2012,60606,MOTOR VEHICLE THEFT,39,6.144168135
2010,60649,WEAPONS VIOLATION,177,6.142685148
